Client_id;Identificador Cuenta; Negocio - Valor ;Negocio - Valor OK;Negocio - Tasa de Interés;P.P.Tasa;Tasa Ponderada;Negocio - Plazo;Negocio - Plazo OK;P.P.Plazo;Negocio - Sempli Score;Negocio - Sempli Score OK;Negocio - Score Experian Enero/19;Cliente;Cliente valor;Negocio - Fecha de ganado;Negocio - Fecha de ganado;Mes;Q;Año ganado;Negocio - Producto (Destinación);Negocio - Producto (Destinación);Negocio - Producto (Destinación) OK;Negocio - Plan de Pagos;Organización - Sector;Organización - Sector OK;Sector - Ok;Organización - Canal de Captura;Organización - Canal de Captura OK;Organización - Tipo de Empresa;Organización - Número de empleados;Organización - Número de empleados Mujeres;Organización - Número de empleados Mujeres con cargo directivo;Organización - Número de empleados OK;Organización - Año de Constitución;Organización - Año de Constitución OK;Organización - CIIU;Clase;División;División;Actividad eco  SEMPLI;Organización - Ciudad;Organización - Ciudad;Persona - Cargo;Organización - Estrato;Organización - Acceso a la banca;Negocio - Mujeres Empresarias;Oportunidad/Inclusión;ESG;Empresa - Tratos ganados;Trato - ID;Estado;Negocio - Seguro de Vida;Negocio - Tipo de Garantía;Empresa - Edad Empresarios;Empresa - Edad Empresarios OK;COVID19;Negocio - Subpoblación;Negocio - Score bureau;Negocio - Huella de consulta;Negocio - Alertas;Negocio - Procesos Judiciales;Máx Marzo17;Máx Abril17;Máx Mayo17;Máx Junio17;Máx Julio17;Máx Agos17;Máx Sept17;Máx Oct17;Máx Nov17;Máx Dic17;Máx Enero18;Máx Feb18;Máx Marzo18;Máx Abril18;Máx Mayo18;Máx Junio18;Máx Julio18;Máx Agos18;Máx Sept18;Máx Oct18;Máx Nov18;Máx Dic18;Máx Ene19;Máx Feb19;Máx Mar19;Máx Abr19;Máx May19;Máx Jun19;Máx Jul19;Máx Ago19;Máx Sep19;Máx Oct19;Máx Nov19;Máx Dic19;Máx Ene20;Máx Feb20;Máx Mar20;Máx Abr20;Máx May20;Máx Jun20;Máx JuL20;Máx Ago20;Máx Sep20;Máx Oct20;Máx Nov20;Máx Dic20;Máx Ene21;Máx Feb21;Máx Mar21;Máx Abr21;Máx May21;Máx Jun21;Máx Jul21;Máx Ago21;Máx Sep21;Máx Oct21;Máx Nov21;Máx Dic21;Máx Ene22;Máx Feb22;Máx Mar22;Máx Abr22;Máx May22;Máx Jun22;Máx Jul22;Máx Ago22;MAX ;Deterioro Cartera;Comportamiento;Mes >=30;Valor mora;icv;icv30;31/12/17;31/12/18;31/12/19;31/12/20;TU;PREPAGOS;CUOTAS;;;;;;;;;;;;;;;;;;;;;;;;;;
097518;3758; 20.000.000 ;0 a 100;1,54; 30.800.000 ;#REF!;12;0 a 12;240000000;669;581 a 669;;Renovación;1;2020-12-03 17:51:13;2020-12-03;2020-12;2020-Q4;2020;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Partnerships;Partnerships;Seed;11;2;0;11 a 50;2006;2006-2009;7020;Actividades de consultoría de gestión;70;"Actividades de administración empresarial; actividades de consultoría de gestión";Business Consulting;Medellín;Medellín AM;;5;No;No;;No aplica;2;7060;Pagado;Si;FNG;41;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;3;0;0;;;;;;;; ;;3;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
467783;3737; 20.000.000 ;0 a 100;1,6; 32.000.000 ;#REF!;12;0 a 12;240000000;586;581 a 669;;Renovación;1;2020-12-03 17:50:15;2020-12-03;2020-12;2020-Q4;2020;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Plataforma;Digital;Seed;10;0;0;1 a 10;2011;2010-2013;7110;Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica;71;"Actividades de arquitectura e ingeniería; ensayos y análisis técnicos";Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;;3;No;No;;No aplica;2;7040;Pagado;Si;FNG;39;35-44;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2;0;0;0;2;5;1;2;;;;;;;; ;;5;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
988811;3813; 87.000.835 ;0 a 100;1,61; 140.071.344 ;#REF!;36;25 a 36;3132030061;;670 en adelante;;;1;;01/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Industria;Industria;;Partnerships;Venture;7;3;0;1 a 10;;2014-2017;1104;Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas;11;Elaboración de bebidas;Manufacturing;Bogotá D.C.;Bogotá AM;;3;No;Si;;No aplica;;;Castigo;SI;Pagaré;;Mayor de 45;Si;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;48;76;107;137;168;;;;;;;;;;;;;; ;;168;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;WRITTEN_OFF;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
600617;3819; 187.435.680 ;101 a 200;1,49; 279.279.162 ;#REF!;32;25 a 36;5997941744;;670 en adelante;;;1;;02/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Comercio;Servicios;;Digital;Seed;11;7;2;11 a 50;;2018 en adelante;7730;Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.;77;Actividades de alquiler y arrendamiento;Services to businesses;Bogotá D.C.;Bogotá AM;;3;Si;No;;Ambiental;;;COVID19 3.0;NO;Pagaré;;35-44;Si;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
129107;3822; 78.133.410 ;0 a 100;1,47; 114.856.113 ;#REF!;35;25 a 36;2734669350;;670 en adelante;;;1;;03/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Servicios;Servicios;;Directo;Venture;15;6;1;11 a 50;;2006-2009;7110;Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica;71;"Actividades de arquitectura e ingeniería; ensayos y análisis técnicos";Architecture, Design, Engineering;Envigado;Medellín AM;;0;Si;No;;Ambiental;;;;SI;Pagaré;;35-44;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;4;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3822;;;;;;;;;;;;;;;;;;;;;;;;;;
820573;3827; 78.884.226 ;0 a 100;1,66; 130.947.815 ;#REF!;48;37 en adelante;3786442839;;581 a 669;;;1;;07/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Industria;Industria;;Partnerships;Seed;10;5;2;1 a 10;;2018 en adelante;1090;Elaboración de alimentos preparados para animales;10;Elaboración de productos alimenticios;Manufacturing;Bogotá D.C.;Bogotá AM;;3;Si;Si;;No aplica;;;Castigo;SI;FNG;;35-44;Si;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;24;52;83;113;144;174;205;237;266;;;;;;;;;; ;;266;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;WRITTEN_OFF;A;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
846875;3829; 89.357.941 ;0 a 100;1,49; 133.143.332 ;#REF!;36;25 a 36;3216885885;;0 a 580;;;1;;09/12/2020;2020-12;2020-Q4;2020;;;KT - CO;;;Servicios;Servicios;;Posicionamiento;Seed;3;0;0;1 a 10;;2018 en adelante;7110;Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica;71;"Actividades de arquitectura e ingeniería; ensayos y análisis técnicos";Architecture, Design, Engineering;Medellín;Medellín AM;;5;Si;No;;Ambiental;;;Pagado;SI;FNG;;25 - 34;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
530034;3830; 50.000.000 ;0 a 100;1,57; 78.500.000 ;#REF!;25;25 a 36;1250000000;;670 en adelante;;;1;;09/12/2020;2020-12;2020-Q4;2020;;;KT - CO;;;Servicios;Servicios;;Digital;Seed;11;2;2;11 a 50;;2018 en adelante;3313;Mantenimiento y reparación especializado de equipo electrónico y óptico;33;Instalación, mantenimiento y reparación especializado de maquinaria y equipo;Services to businesses;Bucaramanga;Otros;;4;Si;Si;;No aplica;;;;Si;FNG;;25 - 34;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;2;0;0;0;2;0;8;0;0;4;7;11;0;11;Bueno;Máxima altura entre 11 y 20;Menos de 30;0;;0;;;;0;ACTIVE;#N/D;3830;;;;;;;;;;;;;;;;;;;;;;;;;;
148451;3832; 108.071.103 ;101 a 200;1,61; 173.994.475 ;#REF!;24;13 a 24;2593706466;;581 a 669;;;1;;09/12/2020;2020-12;2020-Q4;2020;;;KT - CO;;;Comercio;Comercio;;Partnerships;Scale Up;3;2;1;1 a 10;;2018 en adelante;4690;Comercio al por mayor no especializado;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;5;Si;No;;No aplica;;;Castigo;No;Pagaré;;35-44;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;19;47;78;108;139;169;200;232;261;292;322;;;;;;;; ;;322;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;WRITTEN_OFF;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
296864;3834; 101.651.107 ;101 a 200;1,55; 157.559.216 ;#REF!;36;25 a 36;3659439848;;581 a 669;;;1;;10/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Servicios;Servicios;;Digital;Seed;3;1;0;1 a 10;;2018 en adelante;8230;Organización de convenciones y eventos comerciales;82;Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas;Services to businesses;La estrella;Medellín AM;;4;No;No;;No aplica;;;;SI;FNG;;25 - 34;Si;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;19;18;49;79;110;140;171;203;232;263;293;0;355;383;414;445;476;506;536;568;568;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;ACTIVE;#N/D;3834;;;;;;;;;;;;;;;;;;;;;;;;;;
809185;3840; 69.744.569 ;0 a 100;1,67; 116.473.431 ;#REF!;36;25 a 36;2510804498;;670 en adelante;;;1;;11/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Servicios;Comercio;;Partnerships;Seed;5;1;1;1 a 10;;2014-2017;4665;Comercio al por mayor de desperdicios, desechos y chatarra;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;;2;No;Si;;Ambiental;;;;SI;Pagaré;;35-44;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;18;20;19;0;20;11;14;9;18;16;17;20;20;51;80;111;143;143;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;ACTIVE;#N/D;3840;;;;;;;;;;;;;;;;;;;;;;;;;;
960506;3842; 87.215.936 ;0 a 100;1,65; 143.906.294 ;#REF!;36;25 a 36;3139773691;;670 en adelante;;;1;;14/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Servicios;Servicios;;Digital;Seed;7;3;1;1 a 10;;2014-2017;9004;Creación audiovisual;90;Actividades creativas, artísticas y de entretenimiento;Education, Culture, Entertainament;Bogotá D.C.;Bogotá AM;;4;Si;Si;;No aplica;;;COVID19 3.0;SI;Pagaré desmaterializado;;35-44;Si;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;17;45;76;;;;;;;;;;;;;;;; ;;76;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
960506;3843; 82.499.701 ;0 a 100;1,6; 131.999.521 ;#REF!;36;25 a 36;2969989221;;670 en adelante;;;1;;14/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Servicios;Servicios;;Digital;Seed;7;3;1;1 a 10;;2014-2017;9004;Creación audiovisual;90;Actividades creativas, artísticas y de entretenimiento;Education, Culture, Entertainament;Bogotá D.C.;Bogotá AM;;4;Si;Si;;No aplica;;;COVID19 3.0;No;FNG;;35-44;Si;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;17;45;76;;;;;;;;;;;;;;;; ;;76;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
060979;3846; 26.109.434 ;0 a 100;1,53; 39.947.435 ;#REF!;36;25 a 36;939939640,9;;670 en adelante;;;1;;15/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Servicios;Comercio;;Posicionamiento;Seed;4;1;0;1 a 10;;0 a 2005;4771;Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;;4;Si;No;;No aplica;;;;No;Pagaré;;Mayor de 45;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;16;13;16;15;13;15;16;15;15;16;14;16;47;13;16;13;15;15;16;16;47;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;ACTIVE;#N/D;3846;;;;;;;;;;;;;;;;;;;;;;;;;;
045434;3847; 11.112.029 ;0 a 100;1,57; 17.445.886 ;#REF!;24;13 a 24;266688697,2;;670 en adelante;;;1;;15/12/2020;2020-12;2020-Q4;2020;;;KT - CO;;;Servicios;Comercio;;Partnerships;Seed;18;3;1;11 a 50;;0 a 2005;4690;Comercio al por mayor no especializado;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;5;Si;No;;Ambiental;;;;NO;Pagaré;;35-44;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;16;15;0;0;16;6;15;0;10;7;14;13;16;47;15;15;16;16;47;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;ACTIVE;#N/D;3847;;;;;;;;;;;;;;;;;;;;;;;;;;
057820;3861; 148.521.770 ;101 a 200;1,65; 245.060.920 ;#REF!;24;13 a 24;3564522479;;581 a 669;;;1;;17/12/2020;2020-12;2020-Q4;2020;;;SP;;;Servicios;Comercio;;Digital;Seed;11;3;1;11 a 50;;0 a 2005;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;4;Si;No;;Ambiental;;;COVID19 3.0;NO;FNG;;25 - 34;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;13;11;14;11;13;43;74;;;;;;;;;;;; ;;74;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
489249;3864; 275.180.569 ;201 a 300;1,57; 432.033.494 ;#REF!;37;37 en adelante;10181681059;;670 en adelante;;;1;;18/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Servicios;Servicios;;Partnerships;Seed;28;7;4;11 a 50;;2018 en adelante;7110;Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica;71;"Actividades de arquitectura e ingeniería; ensayos y análisis técnicos";Architecture, Design, Engineering;Bogotá D.C.;Bogotá AM;;4;Si;Si;;No aplica;;;COVID19 4.0;NO;Pagaré;;Mayor de 45;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10;;;;;;;;;;;;;;;;; ;;10;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
152256;3865; 107.388.846 ;101 a 200;1,59; 170.748.266 ;#REF!;38;37 en adelante;4080776164;;670 en adelante;;;1;;18/12/2020;2020-12;2020-Q4;2020;;;KT - CO;;;Comercio;Comercio;;Digital;Venture;5;1;0;1 a 10;;2018 en adelante;4652;Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;3;Si;Si;;No aplica;;;COVID19 3.0;SI;Pagaré;;35-44;Si;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;10;0;;;;;;;;;;;;;; ;;10;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
141345;3868; 179.757.248 ;101 a 200;1,5; 269.635.872 ;#REF!;36;25 a 36;6471260939;;670 en adelante;;;1;;21/12/2020;2020-12;2020-Q4;2020;;;KT - CO;;;Servicios;Servicios;;Digital;Scale Up;50;34;1;11 a 50;;2018 en adelante;3315;Mantenimiento y reparación especializado de equipo de transporte, excepto los vehículos automotores, motocicletas y bicicletas;33;Instalación, mantenimiento y reparación especializado de maquinaria y equipo;Services to businesses;Bogotá D.C.;Bogotá AM;;4;Si;No;;No aplica;;;;NO;FNG;;35-44;Si;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;6;8;9;10;9;10;9;9;10;8;10;10;38;69;10;40;38;69;101;101;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;ACTIVE;#N/D;3868;;;;;;;;;;;;;;;;;;;;;;;;;;
904769;3869; 181.004.204 ;101 a 200;1,6; 289.606.727 ;#REF!;17;13 a 24;3077071470;;670 en adelante;;;1;;21/12/2020;2020-12;2020-Q4;2020;;;KT - CO;;;Comercio;Comercio;;Directo;Growth;69;22;5;51 a 200;;2018 en adelante;4669;Comercio al por mayor de otros productos n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;5;Si;No;;Social;;;COVID19 3.0;NO;Pagaré;;Mayor de 45;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;6;8;9;10;9;;;;;;;;;;;;; ;;10;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
836096;3882; 122.855.899 ;101 a 200;1,5; 184.283.849 ;#REF!;38;37 en adelante;4668524178;;581 a 669;;;1;;29/12/2020;2020-12;2020-Q4;2020;;;KT - CO;;;Servicios;Comercio;;Partnerships;Scale Up;7;2;0;1 a 10;;2014-2017;4620;"Comercio al por mayor de materias primas agropecuarias; animales vivos";46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;;4;Si;No;;No aplica;;;COVID19 4.0;NO;Pagaré desmaterializado;;35-44;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;;;;;;;;;; ;;1;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;0;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
008280;3888; 23.533.143 ;0 a 100;1,68; 39.535.681 ;#REF!;24;13 a 24;564795436,1;;581 a 669;;;1;;30/12/2020;2020-12;2020-Q4;2020;;;KT - CO;;;Comercio;Comercio;;Digital;Venture;15;2;1;11 a 50;;2018 en adelante;4663;Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Barranquilla;Otros;;2;Si;No;;No aplica;;;;Si;FNG;;25 - 34;Si;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;27;30;31;0;0;1;2;31;31;0;1;0;3;1;7;0;0;11;2;31;Atrasado;Ha entrado en PAR30;Menos de 30;1;;0;;;;0;ACTIVE;#N/D;3888;;;;;;;;;;;;;;;;;;;;;;;;;;
109174;3889; 27.896.688 ;0 a 100;1,42; 39.613.297 ;#REF!;22;13 a 24;613727136,4;;670 en adelante;;;1;;30/12/2020;2020-12;2020-Q4;2020;;;Growth;;;Comercio;Servicios;;Partnerships;Seed;6;3;3;1 a 10;;2006-2009;6202;Actividades de consultoría informática y actividades de administración de instalaciones informáticas;62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Pereira;Otros;;5;Si;Si;;No aplica;;;Pagado;NO;FNG;;25 - 34;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Menos de 30;0;;0;;;;0;#N/D;A;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
722809;3959; 20.000.000 ;0 a 100;1,15; 23.000.000 ;#REF!;12;0 a 12;240000000;721;670 en adelante;;Renovación;1;2021-01-30 11:31:26;2021-01-30;2021-01;2021-Q1;2021;KT - CO Pago de cesantías;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Seed;20;2;0;11 a 50;2014;2014-2017;4111;Construcción de edificios residenciales;41;Construcción de edificios;Construction activities;Bogotá D.C.;Bogotá AM;;4;Si;No;;No aplica;2;7653;Pagado;No;Pagaré desmaterializado;31;25 - 34;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;; ;;2;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
241152;3835; 200.000.000 ;101 a 200;1,5; 300.000.000 ;#REF!;36;25 a 36;7200000000;608;581 a 669;;Nuevo;0;2021-01-30 10:57:47;2021-01-30;2021-01;2021-Q1;2021;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Directo;Directo;Venture;25;5;3;11 a 50;2008;2006-2009;5611;Expendio a la mesa de comidas preparadas;56;Actividades de servicios de comidas y bebidas;Tourism, Hotels and Restaurants;Medellín;Medellín AM;;6;Si;Si;;No aplica;1;6947;Pagado;Si;FNG;39;35-44;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;3;0;2;0;3;3;0;0;0;0;0;;;;; ;;3;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;;#N/D;A;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
285384;3969; 100.000.000 ;0 a 100;1,35; 135.000.000 ;#REF!;36;25 a 36;3600000000;950;670 en adelante;;Renovación;1;2021-01-30 10:56:27;2021-01-30;2021-01;2021-Q1;2021;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Comercio;Comercio;Comercio;Directo;Directo;Venture;200;140;6;51 a 200;2009;2006-2009;4741;Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;;4;Si;No;;No aplica;2;7310;;Si;FNG;29;25 - 34;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;;ACTIVE;#N/D;3969;;;;;;;;;;;;;;;;;;;;;;;;;;
890556;3965; 110.000.000 ;101 a 200;1,15; 126.500.000 ;#REF!;18;13 a 24;1980000000;650;581 a 669;;Renovación;1;2021-01-30 10:37:54;2021-01-30;2021-01;2021-Q1;2021;KT - CO Pago de cesantías;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Medios;Posicionamiento;Scale Up;8;5;2;1 a 10;2015;2014-2017;8560;Actividades de apoyo a la educación;85;Educación;Education, Culture, Entertainament;Medellín;Medellín AM;;4;Si;No;;Social;2;7659;;No;Pagaré desmaterializado;50;Mayor de 45;No;Sub 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;1;0;1;2;2;1;2;1;2;0;0;0;2;0;1;0;;2;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;;ACTIVE;#N/D;3965;;;;;;;;;;;;;;;;;;;;;;;;;;
146357;3970; 100.000.000 ;0 a 100;1,3; 130.000.000 ;#REF!;36;25 a 36;3600000000;850;670 en adelante;;Nuevo;0;2021-01-30 10:35:28;2021-01-30;2021-01;2021-Q1;2021;KT - CO Compra de inventario;KT - CO;KT - CO;Mensual Tasa Fija;Comercio;Comercio;Comercio;Digital;Posicionamiento;Scale Up;7;4;1;1 a 10;2018;2018 en adelante;4530;Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;45;Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;;3;No;No;;No aplica;1;7227;;Si;FNG;45;Mayor de 45;No;Sub 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;Bueno;Máxima altura entre 1 y 10;Menos de 30;0;;0;;;;;ACTIVE;#N/D;3970;;;;;;;;;;;;;;;;;;;;;;;;;;
